Context,Question,Answer,filename
Angkatan Darat bertugas melaksanakan tugas TNI matra darat di bidang pertahanan. Angkatan Darat bertugas melaksanakan tugas TNI dalam menjaga keamanan wilayah perbatasan darat dengan negara lain. Angkatan Darat bertugas melaksanakan tugas TNI dalam pembangunan dan pengembangan kekuatan matra darat. Angkatan Darat bertugas melaksanakan pemberdayaan wilayah pertahanan di darat.,Mengapa pembangunan kekuatan matra darat (huruf c) tidak bisa dipisahkan dari pemberdayaan wilayah (huruf d)?,"Karena kekuatan pasukan memerlukan dukungan wilayah yang siap, sementara pemberdayaan wilayah perlu didukung kemampuan militer yang memadai.",uu_34_tahun_2004_221-270.json
Angkatan Darat bertugas melaksanakan tugas TNI matra darat di bidang pertahanan. Angkatan Darat bertugas melaksanakan tugas TNI dalam menjaga keamanan wilayah perbatasan darat dengan negara lain. Angkatan Darat bertugas melaksanakan tugas TNI dalam pembangunan dan pengembangan kekuatan matra darat. Angkatan Darat bertugas melaksanakan pemberdayaan wilayah pertahanan di darat.,Bagaimana keempat tugas Pasal 8 saling melengkapi?,"Pertahanan matra darat (a) dijaga di perbatasan (b), diperkuat melalui pembangunan kemampuan (c), dan didukung kesiapan wilayah (d).",uu_34_tahun_2004_221-270.json
Angkatan Darat bertugas melaksanakan tugas TNI matra darat di bidang pertahanan.,Apa indikator keberhasilan tugas pertahanan matra darat?,"Wilayah aman dari invasi, rakyat merasa terlindungi, dan kesiapsiagaan pasukan terpelihara.",uu_34_tahun_2004_221-270.json
Angkatan Darat bertugas melaksanakan tugas TNI dalam menjaga keamanan wilayah perbatasan darat dengan negara lain.,Bagaimana teknologi membantu pengamanan perbatasan darat?,"Teknologi drone, sensor, dan komunikasi real-time memudahkan pemantauan wilayah yang sulit dijangkau.",uu_34_tahun_2004_221-270.json
"Tentara Rakyat, yaitu tentara yang anggotanya berasal dari warga negara Indonesia;",Apa yang dimaksud dengan Tentara Rakyat menurut Pasal 2 huruf a?,Tentara Rakyat adalah tentara yang anggotanya berasal dari warga negara Indonesia.,uu_34_tahun_2004_31-60.json
"Tentara Rakyat, yaitu tentara yang anggotanya berasal dari warga negara Indonesia;",Siapa yang dapat menjadi anggota Tentara Rakyat?,Anggota Tentara Rakyat berasal dari warga negara Indonesia.,uu_34_tahun_2004_31-60.json
"Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya;",Apa yang dimaksud dengan Tentara Pejuang menurut Pasal 2 huruf b?,Tentara Pejuang adalah tentara yang berjuang menegakkan NKRI dan tidak mengenal menyerah dalam melaksanakan tugasnya.,uu_34_tahun_2004_31-60.json
"Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya;",Mengapa Tentara Pejuang disebut tidak mengenal menyerah?,Karena dalam Pasal 2 huruf b ditegaskan bahwa Tentara Pejuang tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya.,uu_34_tahun_2004_31-60.json
"Tentara Nasional, yaitu tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama;",Apa yang dimaksud dengan Tentara Nasional menurut Pasal 2 huruf c?,"Tentara Nasional adalah tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama.",uu_34_tahun_2004_31-60.json
"Tentara Nasional, yaitu tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama;",Kepentingan apa yang diutamakan Tentara Nasional?,"Tentara Nasional mengutamakan kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama.",uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Apa yang dimaksud dengan Tentara Profesional menurut Pasal 2 huruf d?,"Tentara Profesional adalah tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dijamin kesejahteraannya, dan mengikuti kebijakan politik negara yang demokratis serta menghormati hukum dan HAM.",uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Apa arti 'terlatih dan terdidik' dalam definisi Tentara Profesional?,Artinya Tentara Profesional telah melalui latihan dan pendidikan yang baik sehingga kompeten menjalankan tugasnya.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Mengapa Tentara Profesional tidak berpolitik praktis?,Pasal 2 huruf d menyebutkan Tentara Profesional tidak berpolitik praktis agar tetap netral dan fokus pada tugas pertahanan negara.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Bagaimana kesejahteraan Tentara Profesional dijamin?,Dalam Pasal 2 huruf d dinyatakan bahwa Tentara Profesional dijamin kesejahteraannya.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Sebutkan prinsip kebijakan politik negara yang diikuti Tentara Profesional!,"Tentara Profesional mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang diratifikasi.",uu_34_tahun_2004_31-60.json
"Tentara Rakyat, yaitu tentara yang anggotanya berasal dari warga negara Indonesia; Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya; Tentara Nasional, yaitu tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama; Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Sebutkan keempat jati diri TNI menurut Pasal 2!,"Keempat jati diri TNI adalah Tentara Rakyat, Tentara Pejuang, Tentara Nasional, dan Tentara Profesional.",uu_34_tahun_2004_31-60.json
"Tentara Rakyat, yaitu tentara yang anggotanya berasal dari warga negara Indonesia; Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Apa perbedaan utama antara Tentara Rakyat dan Tentara Profesional?,"Tentara Rakyat anggotanya berasal dari warga negara Indonesia, sedangkan Tentara Profesional menekankan profesionalitas melalui pelatihan, pendidikan, dan tidak berpolitik praktis.",uu_34_tahun_2004_31-60.json
"Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya; Tentara Nasional, yaitu tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama;",Bagaimana perbedaan fokus tugas Tentara Pejuang dan Tentara Nasional?,"Tentara Pejuang fokus menegakkan NKRI tanpa mengenal menyerah, sedangkan Tentara Nasional bertugas demi kepentingan negara di atas kepentingan kelompok apa pun.",uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Jati diri mana yang menegaskan supremasi sipil?,"Tentara Profesional, sebagaimana disebut dalam Pasal 2 huruf d, menegaskan prinsip supremasi sipil.",uu_34_tahun_2004_31-60.json
"Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya;",Jati diri mana yang menegaskan tidak mengenal menyerah?,Tentara Pejuang menegaskan sikap tidak mengenal menyerah.,uu_34_tahun_2004_31-60.json
"Tentara Nasional, yaitu tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama;","Mengapa Tentara Nasional harus mengesampingkan kepentingan suku, ras, dan agama?","Karena Tentara Nasional bertugas demi kepentingan negara yang berada di atas kepentingan daerah, suku, ras, dan golongan agama.",uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.","Selain terlatih, apa lagi yang menandai Tentara Profesional?","Selain terlatih, Tentara Profesional terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan kesejahteraannya dijamin.",uu_34_tahun_2004_31-60.json
"Tentara Nasional, yaitu tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama;",Apa arti istilah 'tentara kebangsaan Indonesia' dalam Tentara Nasional?,"Istilah tersebut menekankan bahwa Tentara Nasional adalah representasi seluruh bangsa Indonesia, bukan kelompok tertentu.",uu_34_tahun_2004_31-60.json
"Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya;",Mengapa keberanian menjadi ciri Tentara Pejuang?,Karena Tentara Pejuang berjuang menegakkan NKRI dan tidak mengenal menyerah dalam tugasnya.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Apa maksud 'hukum internasional yang telah diratifikasi' pada Tentara Profesional?,Tentara Profesional wajib menaati hukum internasional yang secara resmi telah diratifikasi oleh Indonesia.,uu_34_tahun_2004_31-60.json
"Tentara Rakyat, yaitu tentara yang anggotanya berasal dari warga negara Indonesia;",Jati diri mana yang menekankan asal anggota dari warga negara?,Jati diri tersebut adalah Tentara Rakyat.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Jati diri mana yang memuat larangan berbisnis bagi prajurit?,Larangan berbisnis tercantum pada Tentara Profesional.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Jati diri mana yang mencakup kewajiban diperlengkapi secara baik?,Kewajiban tersebut ada pada Tentara Profesional.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Jati diri mana yang mengikuti prinsip hak asasi manusia?,Tentara Profesional mengikuti prinsip hak asasi manusia.,uu_34_tahun_2004_31-60.json
"Tentara Nasional, yaitu tentara kebangsaan Indonesia yang bertugas demi kepentingan negara di atas kepentingan daerah, suku, ras, dan golongan agama;","Jati diri mana yang mengatasi kepentingan daerah, suku, ras, dan agama?","Tentara Nasional mengatasi kepentingan daerah, suku, ras, dan agama.",uu_34_tahun_2004_31-60.json
"Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya;",Apa maksud 'menegakkan Negara Kesatuan Republik Indonesia' dalam Tentara Pejuang?,Artinya Tentara Pejuang berjuang mempertahankan kedaulatan dan kesatuan wilayah NKRI.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Mengapa netralitas politik penting bagi Tentara Profesional?,Netralitas politik menjaga Tentara Profesional tetap fokus pada tugas pertahanan dan tidak terlibat politik praktis.,uu_34_tahun_2004_31-60.json
"Tentara Profesional, yaitu tentara yang terlatih, terdidik, diperlengkapi secara baik, tidak berpolitik praktis, tidak berbisnis, dan dijamin kesejahteraannya, serta mengikuti kebijakan politik negara yang menganut prinsip demokrasi, supremasi sipil, hak asasi manusia, ketentuan hukum nasional, dan hukum internasional yang telah diratifikasi.",Bagaimana hubungan profesionalitas dengan kesejahteraan prajurit?,Kesejahteraan yang dijamin membantu prajurit fokus pada pelaksanaan tugas profesionalnya.,uu_34_tahun_2004_31-60.json
"Tentara Rakyat, yaitu tentara yang anggotanya berasal dari warga negara Indonesia; Tentara Pejuang, yaitu tentara yang berjuang menegakkan Negara Kesatuan Republik Indonesia dan tidak mengenal menyerah dalam melaksanakan dan menyelesaikan tugasnya;",Apa kesamaan Tentara Rakyat dan Tentara Pejuang?,Keduanya berakar pada semangat warga negara yang memperjuangkan dan mempertahankan NKRI.,uu_34_tahun_2004_31-60.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI.",Apa maksud 'keadaan memaksa' pada ayat (1)?,Situasi darurat yang memerlukan tindakan cepat untuk menghadapi ancaman militer atau bersenjata tanpa menunggu persetujuan DPR terlebih dahulu.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI.",Siapa yang berwenang mengerahkan langsung kekuatan TNI menurut ayat (1)?,Presiden.,uu_34_tahun_2004_771-821.json
"(2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat.",Apa kewajiban Presiden setelah mengerahkan TNI secara langsung?,Melapor kepada DPR dalam waktu 2 x 24 jam setelah keputusan pengerahan dikeluarkan.,uu_34_tahun_2004_771-821.json
"(2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat.",Berapa batas waktu pelaporan ke DPR pada ayat (2)?,2 x 24 jam sejak keputusan pengerahan dikeluarkan.,uu_34_tahun_2004_771-821.json
"(3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apa yang terjadi jika DPR tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan (2)?,Presiden harus menghentikan pengerahan kekuatan TNI tersebut.,uu_34_tahun_2004_771-821.json
Pasal 18,Berapa ayat yang terdapat dalam Pasal 18?,Tiga ayat.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apa contoh kondisi 'ancaman bersenjata' dalam pasal ini?,Misalnya serangan bersenjata dari kelompok pemberontak atau tindakan teror bersenjata.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apa arti 'langsung mengerahkan' dalam konteks pasal ini?,Menugaskan pasukan segera tanpa prosedur persetujuan DPR terlebih dahulu.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Bagaimana mekanisme pelaporan ke DPR dilakukan?,Presiden mengirim surat resmi berisi rencana dan alasan pengerahan kepada DPR.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apakah presiden dapat mendelegasikan pelaporan?,"Pelaporan umumnya atas nama Presiden, namun pelaksana administrasi bisa dibantu Menhan.",uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apa konsekuensi tidak melapor sesuai batas waktu?,Dapat menimbulkan pertanggungjawaban politik dan hukum atas pelanggaran UU.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Bagaimana prosedur jika DPR sedang reses saat pelaporan?,Presiden tetap melapor melalui panitia kerja atau sidang darurat DPR.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apakah pelaporan mencakup hasil operasi atau hanya perencanaan?,Mencakup rencana pengerahan dan hasil awal sesuai situasi lapangan.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Bagaimana DPR menanggapi laporan Presiden?,DPR dapat mengadakan rapat dengar pendapat dan memutuskan menyetujui atau menolak.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apa peran Panglima TNI dalam pelaporan tersebut?,Panglima menyiapkan data operasional dan menjelaskan rincian pengerahan.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Bagaimana pelaporan Pasal 18 berbeda dengan persetujuan Pasal 17?,Pasal 17 memerlukan persetujuan DPR sebelum pengerahan; Pasal 18 mengatur pelaporan setelah pengerahan darurat.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apa perbedaan antara pasal 17 dan pasal 18 terkait persetujuan DPR?,"Pasal 17 mewajibkan persetujuan DPR sebelum pengerahan, sedangkan pasal 18 memungkinkan pengerahan darurat terlebih dahulu dan pelaporan kemudian.",uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Mengapa pasal 18 menetapkan batas waktu 2 x 24 jam?,Agar DPR segera mendapat informasi dan dapat melakukan fungsi pengawasan tanpa menunda respons militer.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Apa tujuan ayat (3) menghentikan pengerahan jika DPR menolak?,Untuk memastikan kontrol legislatif dan mencegah penyalahgunaan kekuatan militer.,uu_34_tahun_2004_771-821.json
"(1) Dalam keadaan memaksa untuk menghadapi ancaman militer dan/atau ancaman bersenjata, Presiden dapat langsung mengerahkan kekuatan TNI. (2) Dalam hal pengerahan langsung kekuatan TNI sebagaimana dimaksud pada ayat (1), dalam waktu 2 X 24 jam terhitung sejak dikeluarkannya keputusan pengerahan kekuatan, Presiden harus melaporkan kepada Dewan Perwakilan Rakyat. (3) Dalam hal Dewan Perwakilan Rakyat tidak menyetujui pengerahan sebagaimana dimaksud pada ayat (1) dan ayat (2), Presiden harus menghentikan pengerahan kekuatan TNI tersebut.",Bagaimana pasal ini mencerminkan prinsip checks and balances?,Dengan memberi Presiden kekuatan darurat tetapi tetap mengharuskan DPR untuk mengawasi keputusan tersebut.,uu_34_tahun_2004_771-821.json
